title,summary,release_date,genre,director,duration,imdb_id,country,sitelinks,wikipedia_link,year
Joker: Folie à Deux,,2024-10-03T00:00:00Z,"drama film, psychological thriller, musical film, crime film, thriller film",Todd Phillips,138,tt11315808,,44,https://en.wikipedia.org/wiki/Joker%3A_Folie_%C3%A0_Deux,2024
The Boy and the Heron,,2024-01-01T00:00:00Z,"drama film, fantasy film, adventure film",Hayao Miyazaki,124,tt6587046,,43,https://en.wikipedia.org/wiki/The_Boy_and_the_Heron,2024
The Garfield Movie,,2024-05-24T00:00:00Z,comedy film,Mark Dindal,,tt5779228,,43,https://en.wikipedia.org/wiki/The_Garfield_Movie,2024
Conclave,,2024-01-23T00:00:00Z,"drama film, mystery film, thriller film",Edward Berger,121,tt20215234,,43,https://en.wikipedia.org/wiki/Conclave,2024
Furiosa: A Mad Max Saga,,2024-05-15T00:00:00Z,"action film, adventure film, post-apocalyptic film, dystopian film",George Miller,148,tt12037194,,42,https://en.wikipedia.org/wiki/Furiosa%3A_A_Mad_Max_Saga,2024
The Brutalist,,2024-09-01T00:00:00Z,"drama film, historical film",Brady Corbet,215,tt8999762,,42,https://en.wikipedia.org/wiki/The_Brutalist,2024
The Zone of Interest,,2024-01-11T00:00:00Z,"drama film, war film, historical drama, historical film, film based on a novel",Jonathan Glazer,105,tt7160372,,42,https://en.wikipedia.org/wiki/The_Zone_of_Interest,2024
Anatomy of a Fall,,2024-02-23T00:00:00Z,"drama film, crime film, thriller film, trial film",Justine Triet,150,tt17009710,,42,https://en.wikipedia.org/wiki/Anatomy_of_a_Fall,2024
Flow,,2024-05-22T00:00:00Z,"fantasy film, adventure film, family film",Gints Zilbalodis,80,tt4772188,,42,https://en.wikipedia.org/wiki/Flow,2024
Kingdom of the Planet of the Apes,,2024-05-08T00:00:00Z,"adventure film, science fiction action film",Wes Ball,145,tt11389872,,41,https://en.wikipedia.org/wiki/Kingdom_of_the_Planet_of_the_Apes,2024
Emilia Pérez,,2024-05-18T00:00:00Z,"drama film, comedy film, musical film, crime film, LGBT-related film",Jacques Audiard,132,tt20221436,,41,https://en.wikipedia.org/wiki/Emilia_P%C3%A9rez,2024
Mufasa: The Lion King,,2024-12-18T00:00:00Z,"drama film, adventure film, musical film, family film",Barry Jenkins,118,tt13186482,,40,https://en.wikipedia.org/wiki/Mufasa%3A_The_Lion_King,2024
Migration,,2024-01-04T00:00:00Z,"comedy film, adventure film, family film",Benjamin Renner,82,tt6495056,,40,https://en.wikipedia.org/wiki/Migration,2024
Sonic the Hedgehog 3,,2024-12-20T00:00:00Z,"comedy film, action film, animated film, adventure film, science fiction film, family film, live-action/animated film",Jeff Fowler,110,tt18259086,,39,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_3,2024
The Beekeeper,,2024-01-11T00:00:00Z,"action film, thriller film",David Ayer,105,tt15314262,,39,https://en.wikipedia.org/wiki/The_Beekeeper,2024
Nosferatu,,2024-12-02T00:00:00Z,"drama film, fantasy film, horror film, vampire film",Robert Eggers,143,tt5040012,,39,https://en.wikipedia.org/wiki/Nosferatu,2024
The Wild Robot,,2024-09-26T00:00:00Z,"drama film, adventure film, science fiction film",Chris Sanders,102,tt29623480,,39,https://en.wikipedia.org/wiki/The_Wild_Robot,2024
The Naked Gun: From the Files of Police Squad!,,2024-08-28T00:00:00Z,comedy film,David Zucker,85,tt0095705,,38,https://en.wikipedia.org/wiki/The_Naked_Gun%3A_From_the_Files_of_Police_Squad%21,2024
Beetlejuice Beetlejuice,,2024-08-28T00:00:00Z,"black comedy, drama film, fantasy film, comedy film, comedy horror",Tim Burton,104,tt2049403,,38,https://en.wikipedia.org/wiki/Beetlejuice_Beetlejuice,2024
Madame Web,,2024-02-14T00:00:00Z,"action film, superhero film",S. J. Clarkson,116,tt11057302,,38,https://en.wikipedia.org/wiki/Madame_Web,2024
Alien: Romulus,,2024-08-15T00:00:00Z,"horror film, science fiction film, science fiction horror film",Fede Álvarez,119,tt18412256,,38,https://en.wikipedia.org/wiki/Alien%3A_Romulus,2024
Kraven the Hunter,,2024-12-12T00:00:00Z,"action film, science fiction film",J. C. Chandor,127,tt8790086,,37,https://en.wikipedia.org/wiki/Kraven_the_Hunter,2024
Godzilla x Kong: The New Empire,,2024-03-27T00:00:00Z,"action film, adventure film, science fiction film, monster film, thriller film, speculative fiction film",Adam Wingard,115,tt14539740,,37,https://en.wikipedia.org/wiki/Godzilla_x_Kong%3A_The_New_Empire,2024
Kung Fu Panda 4,,2024-03-08T00:00:00Z,"comedy film, animated film, martial arts film",Mike Mitchell,94,tt21692408,,37,https://en.wikipedia.org/wiki/Kung_Fu_Panda_4,2024
The Holdovers,,2024-02-29T00:00:00Z,"comedy drama, Christmas film",Alexander Payne,133,tt14849194,,36,https://en.wikipedia.org/wiki/The_Holdovers,2024
Past Lives,,2024-01-11T00:00:00Z,drama film,Celine Song,106,tt13238346,,35,https://en.wikipedia.org/wiki/Past_Lives,2024
A Complete Unknown,,2024-12-25T00:00:00Z,"drama film, biographical film, musical film",James Mangold,141,tt11563598,,35,https://en.wikipedia.org/wiki/A_Complete_Unknown,2024
The Lord of the Rings: The War of the Rohirrim,,2024-12-05T00:00:00Z,fantasy film,Kenji Kamiyama,134,tt14824600,,34,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings%3A_The_War_of_the_Rohirrim,2024
Society of the Snow,,2024-01-04T00:00:00Z,"drama film, adventure film, biographical film, thriller film, historical film",J. A. Bayona,144,tt16277242,,34,https://en.wikipedia.org/wiki/Society_of_the_Snow,2024
Red One,,2024-11-07T00:00:00Z,"adventure film, action comedy film, Christmas film",Jake Kasdan,102,tt14948432,,34,https://en.wikipedia.org/wiki/Red_One,2024
Bad Boys: Ride or Die,,2024-06-05T00:00:00Z,"action film, action comedy film, buddy cop film","Adil El Arbi, Bilall Fallah",115,tt4919268,,33,https://en.wikipedia.org/wiki/Bad_Boys%3A_Ride_or_Die,2024
Argylle,,2024-01-24T00:00:00Z,"fantasy film, action film, spy film, thriller film",Matthew Vaughn,139,tt15009428,,33,https://en.wikipedia.org/wiki/Argylle,2024
Civil War,,2024-03-14T00:00:00Z,"drama film, action film, dystopian film",Alex Garland,109,tt17279496,,33,https://en.wikipedia.org/wiki/Civil_War,2024
I'm Still Here,,2024-09-01T00:00:00Z,"drama film, biographical film",Walter Salles,135,tt14961016,,33,https://en.wikipedia.org/wiki/I%27m_Still_Here,2024
Transformers One,,2024-09-13T00:00:00Z,"action film, adventure film, science fiction film",Josh Cooley,104,tt8864596,,33,https://en.wikipedia.org/wiki/Transformers_One,2024
Sound of Freedom,,2024-01-25T00:00:00Z,"drama film, action film, crime film",Alejandro Monteverde,131,tt7599146,,32,https://en.wikipedia.org/wiki/Sound_of_Freedom,2024
Challengers,,2024-04-18T00:00:00Z,"comedy drama, romance film, sport film",Luca Guadagnino,131,tt16426418,,32,https://en.wikipedia.org/wiki/Challengers,2024
Ghostbusters: Frozen Empire,,2024-03-14T00:00:00Z,ghost film,Gil Kenan,115,tt21235248,,32,https://en.wikipedia.org/wiki/Ghostbusters%3A_Frozen_Empire,2024
Kinds of Kindness,,2024-05-17T00:00:00Z,"anthology film, comedy drama, black comedy film",Yorgos Lanthimos,165,tt22408160,,32,https://en.wikipedia.org/wiki/Kinds_of_Kindness,2024
Heretic,,2024-11-08T00:00:00Z,"horror film, thriller film","Bryan Woods, Scott Beck",110,tt28015403,,32,https://en.wikipedia.org/wiki/Heretic,2024
A Real Pain,,2024-01-20T00:00:00Z,comedy drama,Q219512,90,tt21823606,,32,https://en.wikipedia.org/wiki/A_Real_Pain,2024
"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",,2024-09-05T00:00:00Z,"drama film, experimental film",Chantal Akerman,201,tt0073198,,31,https://en.wikipedia.org/wiki/Jeanne_Dielman%2C_23_quai_du_Commerce%2C_1080_Bruxelles,2024
The Fall Guy,,2024-03-12T00:00:00Z,"drama film, comedy film, action film",David Leitch,126,tt1684562,,31,https://en.wikipedia.org/wiki/The_Fall_Guy,2024
The Apprentice,,2024-05-20T00:00:00Z,biographical film,Ali Abbasi,120,tt8368368,,31,https://en.wikipedia.org/wiki/The_Apprentice,2024
Trap,,2024-08-01T00:00:00Z,"mystery film, thriller film, psychological film",M. Night Shyamalan,106,tt26753003,,31,https://en.wikipedia.org/wiki/Trap,2024
Bob Marley: One Love,,2024-02-14T00:00:00Z,"drama film, biographical film, musical film",Reinaldo Marcus Green,104,tt8521778,,30,https://en.wikipedia.org/wiki/Bob_Marley%3A_One_Love,2024
Twisters,,2024-07-11T00:00:00Z,disaster film,Lee Isaac Chung,122,tt12584954,,30,https://en.wikipedia.org/wiki/Twisters,2024
May December,,2024-01-04T00:00:00Z,"drama film, romance film",Todd Haynes,113,tt13651794,,30,https://en.wikipedia.org/wiki/May_December,2024
Paddington in Peru,,2024-11-08T00:00:00Z,"comedy film, adventure film, family film, live-action/animated film",Dougal Wilson,106,tt5822536,,30,https://en.wikipedia.org/wiki/Paddington_in_Peru,2024
Borderlands,,2024-08-07T00:00:00Z,"comedy film, action film, adventure film, science fiction film",Eli Roth,101,tt4978420,,29,https://en.wikipedia.org/wiki/Borderlands,2024
A Quiet Place: Day One,,2024-06-26T00:00:00Z,horror film,Michael Sarnoski,89,tt13433802,,29,https://en.wikipedia.org/wiki/A_Quiet_Place%3A_Day_One,2024
Priscilla,,2024-01-04T00:00:00Z,"drama film, biographical film, film based on book",Sofia Coppola,113,tt22041854,,29,https://en.wikipedia.org/wiki/Priscilla,2024
Megalopolis,,2024-05-17T00:00:00Z,"drama film, science fiction film, epic film",Francis Ford Coppola,138,tt10128846,,29,https://en.wikipedia.org/wiki/Megalopolis,2024
Perfect Days,,2024-02-07T00:00:00Z,"drama film, slice of life",Wim Wenders,123,tt27503384,,29,https://en.wikipedia.org/wiki/Perfect_Days,2024
Monkey Man,,2024-03-11T00:00:00Z,"action film, thriller film",Dev Patel,113,tt9214772,,28,https://en.wikipedia.org/wiki/Monkey_Man,2024
Longlegs,,2024-07-12T00:00:00Z,supernatural horror film,Oz Perkins,101,tt23468450,,28,https://en.wikipedia.org/wiki/Longlegs,2024
Smile 2,,2024-10-17T00:00:00Z,"horror film, mystery film, thriller film",Parker Finn,127,tt29268110,,28,https://en.wikipedia.org/wiki/Smile_2,2024
The Seed of the Sacred Fig,,2024-05-24T00:00:00Z,drama film,Mohammad Rasoulof,168,tt32178949,,28,https://en.wikipedia.org/wiki/The_Seed_of_the_Sacred_Fig,2024
IF,,2024-05-15T00:00:00Z,"fantasy film, comedy film, adventure film, musical film, speculative fiction film",John Krasinski,104,tt11152168,,27,https://en.wikipedia.org/wiki/IF,2024
Love Lies Bleeding,,2024-01-20T00:00:00Z,"crime film, romance film, thriller film, lesbian-related film",Rose Glass,104,tt19637052,,27,https://en.wikipedia.org/wiki/Love_Lies_Bleeding,2024
The Crow,,2024-08-22T00:00:00Z,"drama film, fantasy film, action film, horror film, splatter film, crime film, romance film, superhero film, neo-noir, thriller film, vigilante film",Rupert Sanders,,tt1340094,,27,https://en.wikipedia.org/wiki/The_Crow,2024
Fly Me to the Moon,,2024-07-11T00:00:00Z,"drama film, romantic comedy",Greg Berlanti,,tt1896747,,27,https://en.wikipedia.org/wiki/Fly_Me_to_the_Moon,2024
Immaculate,,2024-03-12T00:00:00Z,"horror film, psychological horror film",Michael Mohan,89,tt23137390,,27,https://en.wikipedia.org/wiki/Immaculate,2024
Spaceman,,2024-02-20T00:00:00Z,"science fiction film, film based on a novel",Johan Renck,107,tt11097384,,26,https://en.wikipedia.org/wiki/Spaceman,2024
Ferrari,,2024-01-04T00:00:00Z,"drama film, biographical film, film based on book",Michael Mann,130,tt3758542,,26,https://en.wikipedia.org/wiki/Ferrari,2024
One Life,,2024-01-01T00:00:00Z,"drama film, biographical film, historical film",James Hawes,109,tt13097932,,26,https://en.wikipedia.org/wiki/One_Life,2024
Beverly Hills Cop: Axel F,,2024-07-03T00:00:00Z,"crime comedy film, action comedy film",Mark Molloy,157,tt3083016,,26,https://en.wikipedia.org/wiki/Beverly_Hills_Cop%3A_Axel_F,2024
Carry-On,,2024-12-13T00:00:00Z,"drama film, action film, crime film, mystery film, thriller film",Jaume Collet-Serra,119,tt21382296,,26,https://en.wikipedia.org/wiki/Carry-On,2024
Anyone but You,,2024-01-18T00:00:00Z,romantic comedy,Q2576503,103,tt26047818,,26,https://en.wikipedia.org/wiki/Anyone_but_You,2024
It Ends With Us,,2024-08-07T00:00:00Z,"romance film, film based on a novel",Justin Baldoni,130,tt10655524,,26,https://en.wikipedia.org/wiki/It_Ends_With_Us,2024
Abigail,,2024-04-07T00:00:00Z,"horror film, vampire film, speculative fiction film","Matt Bettinelli-Olpin, Tyler Gillett",,tt27489557,,26,https://en.wikipedia.org/wiki/Abigail,2024
The Room Next Door,,2024-01-01T00:00:00Z,drama film,Pedro Almodóvar,107,tt29439114,,26,https://en.wikipedia.org/wiki/The_Room_Next_Door,2024
Salem's Lot,,2024-09-25T00:00:00Z,"drama film, vampire film, supernatural horror film",Gary Dauberman,115,tt10245072,,25,https://en.wikipedia.org/wiki/Salem%27s_Lot,2024
Damsel,,2024-03-08T00:00:00Z,"fantasy film, adventure film, dark fantasy",Juan Carlos Fresnadillo,110,tt13452446,,25,https://en.wikipedia.org/wiki/Damsel,2024
Godzilla Minus One,,2024-01-17T00:00:00Z,"drama film, action film, horror film, adventure film, science fiction film, Japanese mythology, disaster film, kaiju, monster film, thriller film",Takashi Yamazaki,125,tt23289160,,25,https://en.wikipedia.org/wiki/Godzilla_Minus_One,2024
Monster,,2024-03-15T00:00:00Z,"drama film, thriller film, LGBT-related film, coming-of-age film",Hirokazu Koreeda,127,tt23736044,,25,https://en.wikipedia.org/wiki/Monster,2024
Night Swim,,2024-01-03T00:00:00Z,"horror film, thriller film, supernatural horror film",Bryce McGuire,98,tt9682428,,25,https://en.wikipedia.org/wiki/Night_Swim,2024
Speak No Evil,,2024-09-12T00:00:00Z,"psychological horror film, psychological thriller film",James Watkins,110,tt27534307,,25,https://en.wikipedia.org/wiki/Speak_No_Evil,2024
Juror #2,,2024-10-27T00:00:00Z,"drama film, crime film, thriller film, trial film",Clint Eastwood,114,tt27403986,,25,https://en.wikipedia.org/wiki/Juror_%232,2024
The Watchers,,2024-06-05T00:00:00Z,"horror film, supernatural horror film",Ishana Shyamalan,,tt26736843,,25,https://en.wikipedia.org/wiki/The_Watchers,2024
The Girl with the Needle,,2024-05-15T00:00:00Z,drama film,Magnus von Horn,115,tt10236164,,25,https://en.wikipedia.org/wiki/The_Girl_with_the_Needle,2024
All We Imagine as Light,,2024-05-23T00:00:00Z,drama film,Payal Kapadia,118,tt32086077,,25,https://en.wikipedia.org/wiki/All_We_Imagine_as_Light,2024
No Other Land,,2024-01-01T00:00:00Z,documentary film,"Basel Adra, Yuval Abraham, Rachel Szor, Hamdan Ballal",95,tt30953759,,25,https://en.wikipedia.org/wiki/No_Other_Land,2024
Wallace and Gromit: Vengeance Most Fowl,,2024-10-27T00:00:00Z,"comedy film, stop-motion animated film",Nick Park,79,tt17163970,,25,https://en.wikipedia.org/wiki/Wallace_and_Gromit%3A_Vengeance_Most_Fowl,2024
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,,2024-12-12T00:00:00Z,"science fiction film, musical film, adventure anime and manga",Leiji Matsumoto,68,tt0368667,,25,https://en.wikipedia.org/wiki/Interstella_5555%3A_The_5tory_of_the_5ecret_5tar_5ystem,2024
The Color Purple,,2024-01-18T00:00:00Z,"drama film, musical film, historical film, coming-of-age film",Blitz the Ambassador,,tt1200263,,24,https://en.wikipedia.org/wiki/The_Color_Purple,2024
The Taste of Things,,2024-01-25T00:00:00Z,"drama film, romance film, historical film",Trần Anh Hùng,134,tt19760052,,24,https://en.wikipedia.org/wiki/The_Taste_of_Things,2024
Here,,2024-10-25T00:00:00Z,drama film,Robert Zemeckis,104,tt18272208,,24,https://en.wikipedia.org/wiki/Here,2024
The Ministry of Ungentlemanly Warfare,,2024-04-18T00:00:00Z,"drama film, action film, war film, spy film, action comedy film, film based on book",Guy Ritchie,119,tt5177120,,24,https://en.wikipedia.org/wiki/The_Ministry_of_Ungentlemanly_Warfare,2024
Queer,,2024-09-03T00:00:00Z,"drama film, romance film, LGBT-related film",Luca Guadagnino,135,tt24176060,,24,https://en.wikipedia.org/wiki/Queer,2024
Terrifier 3,,2024-10-11T00:00:00Z,slasher film,Damien Leone,125,tt27911000,,24,https://en.wikipedia.org/wiki/Terrifier_3,2024
The Count of Monte Cristo,,2024-05-22T00:00:00Z,"drama film, swashbuckler film, adventure film, thriller film, historical film, film based on a novel","Alexandre de La Patellière, Matthieu Delaporte",173,tt26446278,,24,https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo,2024
Babygirl,,2024-08-30T00:00:00Z,"mental health, erotic thriller, psychological drama film, psychological thriller film",Halina Reijn,114,tt30057084,,24,https://en.wikipedia.org/wiki/Babygirl,2024
Mavka: The Forest Song,,2024-03-29T00:00:00Z,"fantasy film, comedy film, adventure film, musical film, family film, speculative fiction film","Oleh Malamuzh, Oleksandra Ruban",99,tt6685538,,24,https://en.wikipedia.org/wiki/Mavka%3A_The_Forest_Song,2024
Harold and the Purple Crayon,,2024-08-02T00:00:00Z,"fantasy film, comedy film, family film, live-action/animated film",Carlos Saldanha,,tt1609486,,23,https://en.wikipedia.org/wiki/Harold_and_the_Purple_Crayon,2024
La chimera,,2024-01-01T00:00:00Z,"fantasy film, adventure film, comedy drama",Alice Rohrwacher,130,tt14561712,,23,https://en.wikipedia.org/wiki/La_chimera,2024
All of Us Strangers,,2024-01-18T00:00:00Z,"fantasy film, romance film",Andrew Haigh,105,tt21192142,,23,https://en.wikipedia.org/wiki/All_of_Us_Strangers,2024
Hit Man,,2024-05-31T00:00:00Z,"black comedy, thriller film, action comedy film, black comedy film",Richard Linklater,115,tt20215968,,23,https://en.wikipedia.org/wiki/Hit_Man,2024
The Iron Claw,,2024-01-24T00:00:00Z,"drama film, biographical film, sport film",Sean Durkin,132,tt21064584,,23,https://en.wikipedia.org/wiki/The_Iron_Claw,2024
MaXXXine,,2024-07-05T00:00:00Z,"horror film, slasher film",Ti West,103,tt22048412,,23,https://en.wikipedia.org/wiki/MaXXXine,2024
Mean Girls,,2024-01-10T00:00:00Z,"comedy film, musical film","Samantha Jayne, Arturo Perez Jr.",112,tt11762114,,23,https://en.wikipedia.org/wiki/Mean_Girls,2024
The First Omen,,2024-04-03T00:00:00Z,horror film,Arkasha Stevenson,119,tt5672290,,23,https://en.wikipedia.org/wiki/The_First_Omen,2024
Maria,,2024-08-29T00:00:00Z,"drama film, biographical film, psychological drama film",Pablo Larraín,124,tt22893404,,23,https://en.wikipedia.org/wiki/Maria,2024
Io capitano,,2024-01-03T00:00:00Z,"drama film, adventure film, docudrama",Matteo Garrone,121,tt14225838,,23,https://en.wikipedia.org/wiki/Io_capitano,2024
Tarot,,2024-05-03T00:00:00Z,"horror film, supernatural horror film","Spenser Cohen, Anna Halberg",92,tt14088510,,23,https://en.wikipedia.org/wiki/Tarot,2024
September 5,,2024-01-01T00:00:00Z,"thriller film, historical film",Tim Fehlbaum,91,tt28082769,,23,https://en.wikipedia.org/wiki/September_5,2024
Orion and the Dark,,2024-02-02T00:00:00Z,"fantasy film, comedy film, adventure film",Sean Charmatz,,tt28066777,,23,https://en.wikipedia.org/wiki/Orion_and_the_Dark,2024
Golda,,2024-01-25T00:00:00Z,"drama film, biographical film",Guy Nattiv,100,tt14454876,,22,https://en.wikipedia.org/wiki/Golda,2024
The Promised Land,,2024-02-01T00:00:00Z,historical film,Nikolaj Arcel,122,tt20561198,,22,https://en.wikipedia.org/wiki/The_Promised_Land,2024
Miller's Girl,,2024-01-11T00:00:00Z,"drama film, erotic thriller, thriller film, LGBT-related film",Jade Halley Bartlett,93,tt8310486,,22,https://en.wikipedia.org/wiki/Miller%27s_Girl,2024
Wolfs,,2024-09-20T00:00:00Z,"crime film, thriller film",Jon Watts,108,tt14257582,,22,https://en.wikipedia.org/wiki/Wolfs,2024
Vermiglio,,2024-09-19T00:00:00Z,"drama film, historical film",Maura Delpero,119,tt28618488,,22,https://en.wikipedia.org/wiki/Vermiglio,2024
The Three Musketeers: Milady,,2024-03-07T00:00:00Z,"swashbuckler film, adventure film, historical film, film based on a novel",Martin Bourboulon,115,tt12672620,,21,https://en.wikipedia.org/wiki/The_Three_Musketeers%3A_Milady,2024
Blink Twice,,2024-08-21T00:00:00Z,"action film, thriller film",Zoë Kravitz,102,tt14858658,,21,https://en.wikipedia.org/wiki/Blink_Twice,2024
PAW Patrol: The Mighty Movie,,2024-07-30T00:00:00Z,"animated film, adventure film, family film",Cal Brunker,88,tt15837338,,21,https://en.wikipedia.org/wiki/PAW_Patrol%3A_The_Mighty_Movie,2024
Road House,,2024-03-08T00:00:00Z,"drama film, action film",Doug Liman,121,tt3359350,,21,https://en.wikipedia.org/wiki/Road_House,2024
The Bikeriders,,2024-06-20T00:00:00Z,"drama film, crime film, outlaw biker film, film based on book",Jeff Nichols,116,tt21454134,,21,https://en.wikipedia.org/wiki/The_Bikeriders,2024
The Idea of You,,2024-03-16T00:00:00Z,romantic comedy,Michael Showalter,115,tt9466114,,21,https://en.wikipedia.org/wiki/The_Idea_of_You,2024
Dream Scenario,,2024-01-01T00:00:00Z,"fantasy film, comedy film, horror film, comedy horror, surrealist cinema",Kristoffer Borgli,100,tt21942866,,21,https://en.wikipedia.org/wiki/Dream_Scenario,2024
Nickel Boys,,2024-08-30T00:00:00Z,"drama film, historical drama",RaMell Ross,140,tt23055660,,21,https://en.wikipedia.org/wiki/Nickel_Boys,2024
Four Daughters,,2024-01-18T00:00:00Z,documentary film,Kaouther Ben Hania,110,tt27502426,,21,https://en.wikipedia.org/wiki/Four_Daughters,2024
Small Things Like These,,2024-02-15T00:00:00Z,drama film,Tim Mielants,98,tt27196021,,21,https://en.wikipedia.org/wiki/Small_Things_Like_These,2024
The Order,,2024-08-31T00:00:00Z,crime thriller film,Justin Kurzel,144,tt26625693,,21,https://en.wikipedia.org/wiki/The_Order,2024
Sing Sing,,2024-03-08T00:00:00Z,drama film,Greg Kwedar,105,tt28479262,,21,https://en.wikipedia.org/wiki/Sing_Sing,2024
The Life of Chuck,,2024-09-06T00:00:00Z,"drama film, fantasy film, science fiction film",Mike Flanagan,111,tt12908150,,21,https://en.wikipedia.org/wiki/The_Life_of_Chuck,2024
Presence,,2024-01-19T00:00:00Z,"drama film, supernatural thriller, psychological thriller film",Steven Soderbergh,85,tt28249919,,21,https://en.wikipedia.org/wiki/Presence,2024
Saturday Night,,2024-10-04T00:00:00Z,"comedy film, biographical film",Jason Reitman,109,tt27657135,,21,https://en.wikipedia.org/wiki/Saturday_Night,2024
Robot Dreams,,2024-01-11T00:00:00Z,"drama film, comedy film, animated film, musical film",Q3325924,102,tt13429870,,21,https://en.wikipedia.org/wiki/Robot_Dreams,2024
Atlas,,2024-05-24T00:00:00Z,"science fiction film, thriller film",Brad Peyton,120,tt14856980,,20,https://en.wikipedia.org/wiki/Atlas,2024
The Teacher's Lounge,,2024-01-18T00:00:00Z,drama film,İlker Çatak,99,tt26612950,,20,https://en.wikipedia.org/wiki/The_Teacher%27s_Lounge,2024
Green Border,,2024-06-27T00:00:00Z,drama film,Agnieszka Holland,147,tt27722543,,20,https://en.wikipedia.org/wiki/Green_Border,2024
We Live in Time,,2024-10-18T00:00:00Z,"drama film, romance film",John Crowley,107,tt27131358,,20,https://en.wikipedia.org/wiki/We_Live_in_Time,2024
Land of Bad,,2024-02-16T00:00:00Z,"action film, thriller film",William Eubank,110,tt19864802,,20,https://en.wikipedia.org/wiki/Land_of_Bad,2024
Evil Does Not Exist,,2024-04-10T00:00:00Z,drama film,Ryusuke Hamaguchi,106,tt28490044,,20,https://en.wikipedia.org/wiki/Evil_Does_Not_Exist,2024
Winnie-the-Pooh: Blood and Honey 2,,2024-03-18T00:00:00Z,slasher film,Rhys Frake-Waterfield,95,tt23330554,,20,https://en.wikipedia.org/wiki/Winnie-the-Pooh%3A_Blood_and_Honey_2,2024
The Last Showgirl,,2024-01-01T00:00:00Z,drama film,Gia Coppola,,tt31193791,,20,https://en.wikipedia.org/wiki/The_Last_Showgirl,2024
Next Goal Wins,,2024-01-04T00:00:00Z,"drama film, comedy film, biographical film, comedy drama, association football film",Taika Waititi,104,tt10767052,,19,https://en.wikipedia.org/wiki/Next_Goal_Wins,2024
Cuckoo,,2024-02-16T00:00:00Z,"horror film, mystery film, thriller film",Tilman Singer,102,tt12349832,,19,https://en.wikipedia.org/wiki/Cuckoo,2024
Back to Black,,2024-04-11T00:00:00Z,"drama film, biographical film, musical film",Sam Taylor-Johnson,122,tt21261712,,19,https://en.wikipedia.org/wiki/Back_to_Black,2024
A Family Affair,,2024-06-28T00:00:00Z,romantic comedy,Richard LaGravenese,,tt21051906,,19,https://en.wikipedia.org/wiki/A_Family_Affair,2024
The Six Triple Eight,,2024-12-20T00:00:00Z,"drama film, historical film, war drama",Tyler Perry,,tt24458622,,19,https://en.wikipedia.org/wiki/The_Six_Triple_Eight,2024
The Piano Lesson,,2024-08-31T00:00:00Z,drama film,Malcolm Washington,125,tt15507512,,19,https://en.wikipedia.org/wiki/The_Piano_Lesson,2024
Saving Bikini Bottom: The Sandy Cheeks Movie,,2024-08-02T00:00:00Z,"fantasy film, comedy film, adventure film, family film, live-action/animated film",Liza Johnson,82,tt23063732,,19,https://en.wikipedia.org/wiki/Saving_Bikini_Bottom%3A_The_Sandy_Cheeks_Movie,2024
Parthenope,,2024-05-21T00:00:00Z,"drama film, coming-of-age film",Paolo Sorrentino,136,tt23853982,,19,https://en.wikipedia.org/wiki/Parthenope,2024
Late Night with the Devil,,2024-03-19T00:00:00Z,"horror film, found footage, Satanic film","Colin Cairnes, Cameron Cairnes",92,tt14966898,,19,https://en.wikipedia.org/wiki/Late_Night_with_the_Devil,2024
Eden,,2024-09-07T00:00:00Z,"thriller film, survival film",Ron Howard,,tt23149780,,19,https://en.wikipedia.org/wiki/Eden,2024
Dahomey,,2024-01-01T00:00:00Z,documentary film,Mati Diop,67,tt31015216,,19,https://en.wikipedia.org/wiki/Dahomey,2024
How to Make Millions Before Grandma Dies,,2024-04-04T00:00:00Z,"drama film, comedy film",Pat Boonnitipat,125,tt31392609,,19,https://en.wikipedia.org/wiki/How_to_Make_Millions_Before_Grandma_Dies,2024
The Glassworker,,2024-07-26T00:00:00Z,"animated film, romance film, anti-war film",Usman Riaz,98,tt5986440,,18,https://en.wikipedia.org/wiki/The_Glassworker,2024
The Exorcism,,2024-06-21T00:00:00Z,"horror film, thriller film",Joshua John Miller,93,tt11240348,,18,https://en.wikipedia.org/wiki/The_Exorcism,2024
About Dry Grasses,,2024-04-18T00:00:00Z,drama film,Nuri Bilge Ceylan,197,tt13231544,,18,https://en.wikipedia.org/wiki/About_Dry_Grasses,2024
Kalki 2898 AD,,2024-06-27T00:00:00Z,"science fiction film, dystopian film",Nag Ashwin,181,tt12735488,,18,https://en.wikipedia.org/wiki/Kalki_2898_AD,2024
I Saw the TV Glow,,2024-01-18T00:00:00Z,"drama film, horror film, thriller film, transgender film, psychological film",Jane Schoenbrun,100,tt15574270,,18,https://en.wikipedia.org/wiki/I_Saw_the_TV_Glow,2024
Apartment 7A,,2024-09-20T00:00:00Z,"horror film, thriller film",Natalie Erika James,104,tt14371860,,18,https://en.wikipedia.org/wiki/Apartment_7A,2024
Lee,,2024-09-13T00:00:00Z,"drama film, war film, biographical film, historical film",Ellen Kuras,117,tt5112584,,18,https://en.wikipedia.org/wiki/Lee,2024
